glycan_mass,project_name,file_name,spectrum_id,ipc_index
2158,PXD031032,MouseKidney-Z-T-2.ipc,23587,6338
2158,PXD031032,MouseBrain-Z-T-3.ipc,53145,9626
2158,PXD031032,MouseBrain-Z-T-5.ipc,53683,9938
2158,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,44107,3805
6700,PXD031032,MouseKidney-Z-T-2.ipc,37616,11226
6700,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,43518,3706
6700,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,50622,4954
6700,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,53995,5606
6700,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_2.ipc,43397,3906
2523,PXD031032,MouseBrain-Z-T-3.ipc,3644,422
2523,PXD031032,MouseBrain-Z-T-3.ipc,8863,1575
2523,PXD031032,MouseBrain-Z-T-3.ipc,8869,1577
2523,PXD031032,MouseBrain-Z-T-3.ipc,8908,1588
2523,PXD031032,MouseBrain-Z-T-3.ipc,8977,1605
6846,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,10910,445
6846,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,11008,451
6846,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,37043,2674
6846,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,42745,3566
6846,PXD031025,480_20210714_WZY_NIGP_HILIC_DDA_Cancer_160min_1.ipc,42784,3573
